License_Number,License_State,License_Type,License_Status,Issue_Date,Expiration_Date,Days_Until_Expiration,Renewal_Cycle_Months,Provider_ID,Provider_NPI,Provider_First_Name,Provider_Last_Name,Provider_Email,Provider_Specialty,Provider_Role,Total_CME_Hours_Required,CME_Renewal_Period_Months,Min_Category1_Hours,Max_Category2_Hours,Opioid_Hours_Required,Pain_Management_Hours_Required,Ethics_Hours_Required,Other_Special_Topics,Compliance_Status,Total_Hours_Required,Total_Hours_Completed,Completion_Percentage,State_Code,Board_Type,Rollover_Allowed,Max_Rollover_Hours
DO606166,KS,DO,active,2/19/2020,9/4/2028,1020,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
KS-DO-408257,KS,DO,active,10/30/2023,12/9/2027,750,24,ee421a02-2db1-4d9e-a25c-ce69e1f021d4,4165621560,Katelyn,Luna,prov.do21@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
KS-DO-962567,KS,DO,active,7/7/2021,2/17/2026,90,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
KS-DO-986374,KS,DO,active,5/2/2020,3/14/2027,480,24,65782f59-d524-4d08-927a-cee6f393b8a0,3881953186,Dawn,Mendez,prov.do24@example.com,Ophthalmology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
KS-DO-987841,KS,DO,active,12/12/2022,5/7/2028,900,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
KS-MD-150731,KS,MD,expired,9/26/2023,5/4/2025,-199,36,1f936d54-4a4d-46d6-98f5-979fe4c5708f,,Zachary,Williams,provider.md111@example.com,Gastroenterology,provider,,,,,0,0,0,,No Requirements,0,36,100.00%,,,No,
KS-MD-176130,KS,MD,active,5/3/2024,2/11/2026,84,12,6be3d1b3-9f7b-411f-83a9-3ffd86c4507c,,Greg,Taylor,provider.md113@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,29,100.00%,,,No,
KS-MD-303912,KS,MD,expired,1/26/2024,4/1/2025,-232,12,7e19337a-e734-4585-a875-6d2d9f70a697,,Vanessa,Medina,provider.md112@example.com,Orthopedics,provider,,,,,0,0,0,,No Requirements,0,27,100.00%,,,No,
KS-MD-463020,KS,MD,expired,10/17/2023,2/11/2025,-281,36,f8a9299b-cd45-4abf-ae8f-bc98fe8e4097,,Patricia,Nelson,provider.md114@example.com,Surgery,provider,,,,,0,0,0,,No Requirements,0,17,100.00%,,,No,
KS-MD-500256,KS,MD,expired,10/18/2021,3/26/2023,-969,24,c530b297-e70c-403d-abbe-50fd7da111c1,,Benjamin,Waters,provider.md115@example.com,Cardiology,provider,,,,,0,0,0,,No Requirements,0,26,100.00%,,,No,
KS-MD-512794,KS,MD,active,7/14/2022,2/17/2026,90,24,2efe963a-1747-441f-89a6-746cb2d1bf33,8778511591,Maureen,Baker,prov.md18@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
KSDO59148,KS,DO,active,5/20/2023,7/6/2028,960,24,2fa889b2-0a0e-42ce-b6e8-5eb9b0533b6c,7865430637,Christopher,Grant,prov.do35@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
KSDO79587,KS,DO,active,1/1/2020,5/13/2027,540,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
KSMD35335,KS,MD,suspended,8/23/2022,1/13/2027,420,24,699b9650-db4c-45fe-b3b2-197a189be0b6,4593839774,Chelsea,Miles,prov.md19@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
KSMD51614,KS,MD,active,8/9/2022,7/17/2026,240,24,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
KSMD55403,KS,MD,active,1/5/2023,9/4/2028,1020,24,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD493963,KS,MD,expired,4/26/2024,3/14/2027,480,24,edc52402-e3ad-4bd1-a9f4-a95d8eb535f6,9051480099,Zachary,Dixon,prov.md23@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD506857,KS,MD,suspended,1/18/2023,11/14/2026,360,24,a2598c2d-7e29-4c12-aa87-ef9bb43d86d1,6612319776,Daniel,Ingram,prov.md41@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO493175,KY,DO,active,12/1/2021,8/16/2026,270,36,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO707347,KY,DO,active,3/31/2021,9/4/2028,1020,36,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO866667,KY,DO,suspended,4/2/2020,5/7/2028,900,36,d0675555-ef00-45b5-a800-43bfaa61f563,7724256114,James,Thomas,prov.do31@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO905881,KY,DO,active,5/3/2023,1/13/2027,420,36,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
KY-DO-110934,KY,DO,expired,4/25/2024,8/21/2025,-90,36,421746ec-affe-4bc7-b03b-b0366f87c8cb,,Shannon,Barnett,provider.do118@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,36,100.00%,,,No,
KY-DO-823863,KY,DO,expired,3/6/2021,6/18/2022,-1250,36,bc8eddcf-ca48-4e1c-8cf8-0e9f5bd13b24,,Kelly,Marshall,provider.do116@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,38,100.00%,,,No,
KY-MD-180344,KY,MD,expired,9/3/2022,4/8/2024,-590,36,d1264b79-479b-44aa-ac8c-9f0ac95262bc,,Benjamin,Sanders,provider.md117@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,9,100.00%,,,No,
KY-MD-447232,KY,MD,expired,2/2/2023,3/8/2024,-621,36,217caf53-6d99-456b-84f6-06b3cfe40f25,,Raven,Singh,provider.md120@example.com,Urology,provider,,,,,0,0,0,,No Requirements,0,39,100.00%,,,No,
KY-MD-915213,KY,MD,active,6/10/2024,12/19/2025,30,12,19194943-880e-4c7d-9014-8b63a5587e2b,,Jeffrey,Davis,provider.md119@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,22,100.00%,,,No,
KYMD23920,KY,MD,active,10/18/2024,4/13/2027,510,36,0ad23beb-9aaa-4c4e-bc47-d4a2c1751e18,5480186396,Joe,Parker,prov.md37@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO618215,LA,DO,active,6/8/2023,2/7/2028,810,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
LA-DO-207411,LA,DO,expired,4/3/2024,7/2/2025,-140,12,868fcada-cdc2-4cf2-9519-0d69eadc245d,,Cathy,Stevenson,provider.do125@example.com,Anesthesiology,provider,,,,,0,0,0,,No Requirements,0,33,100.00%,,,No,
LA-DO-621632,LA,DO,active,10/20/2023,1/8/2028,780,24,b71e7000-d968-4179-9ce5-5308b3bda9bf,9744453962,Kathleen,Grimes,prov.do45@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
LA-MD-139878,LA,MD,expired,9/28/2023,5/2/2025,-201,12,ac8c6b00-71a9-44e9-84e2-60b5c92e0e61,,Matthew,Bell,provider.md123@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,40,100.00%,,,No,
LA-MD-406005,LA,MD,expired,2/7/2024,9/23/2025,-57,36,998cd1f1-2ec8-4ba7-adae-7b1b2d4d0698,,Stephen,Williams,provider.md122@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,18,100.00%,,,No,
LA-MD-515137,LA,MD,expired,12/14/2022,7/4/2024,-503,24,0817866c-762f-4120-8656-80c507b030c9,,Thomas,Davis,provider.md121@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,31,100.00%,,,No,
LA-MD-678459,LA,MD,expired,12/25/2021,3/9/2023,-986,12,97687e3d-8c41-4a2f-b1ca-5fb70180e49f,,Jessica,Avery,provider.md124@example.com,Surgery,provider,,,,,0,0,0,,No Requirements,0,15,100.00%,,,No,
LADO49243,LA,DO,expired,9/3/2024,3/19/2026,120,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
LAMD33982,LA,MD,active,3/23/2023,4/18/2026,150,24,bf89567f-e7ec-4f88-9962-76df691e69f6,3165108795,Thomas,Cox,prov.md34@example.com,Internal Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO599411,MA,DO,active,10/28/2023,2/7/2028,810,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO639887,MA,DO,expired,11/5/2021,10/15/2026,330,24,f48a91c5-98fa-4545-abd9-1a118d520732,8249656514,Christopher,Wagner,prov.do11@example.com,Neurology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO751405,MA,DO,expired,5/9/2021,12/19/2025,30,24,cc54f874-87fd-457c-b0b8-8b1495feb0af,8572189496,Savannah,Brooks,prov.do42@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MA-DO-292817,MA,DO,active,10/15/2020,2/7/2028,810,24,486c8135-e4b9-4bd3-a12c-de67b8eee975,5029556670,Robert,Joseph,prov.do32@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MA-DO-638364,MA,DO,inactive,10/6/2024,12/14/2026,390,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MA-DO-740881,MA,DO,active,3/8/2020,5/18/2026,180,24,6c9bf46c-0d31-4ca2-a2bd-a8cb34ffd5fd,6273968943,Robert,Lane,prov.do9@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MA-DO-757722,MA,DO,active,5/25/2024,1/13/2027,420,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MA-DO-859007,MA,DO,expired,6/18/2021,3/28/2023,-967,12,aa4fb77b-49a0-47e2-87ca-645d057fac02,,Howard,Rice,provider.do127@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,40,100.00%,,,No,
MA-DO-887445,MA,DO,expired,11/10/2022,9/22/2024,-423,12,a28f70ba-c8c2-4d44-a909-95d5f8fa08cb,,Lance,Rose,provider.do129@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,11,100.00%,,,No,
MA-MD-274086,MA,MD,active,4/27/2024,3/25/2026,126,24,23736053-a4bd-4c82-8565-7f461f79e2d1,,Erin,Green,provider.md130@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,36,100.00%,,,No,
MA-MD-321077,MA,MD,active,2/18/2024,1/20/2026,62,24,3df0101e-ab2b-4e41-837e-9a9926d38fc2,,Maria,Sampson,provider.md128@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,31,100.00%,,,No,
MA-MD-575890,MA,MD,expired,4/27/2024,9/13/2025,-67,36,6cc14230-f657-4142-b146-e0441465adcb,,Stephen,Ryan,provider.md126@example.com,Urology,provider,,,,,0,0,0,,No Requirements,0,17,100.00%,,,No,
MA-MD-847583,MA,MD,active,8/8/2021,2/7/2028,810,24,edc52402-e3ad-4bd1-a9f4-a95d8eb535f6,9051480099,Zachary,Dixon,prov.md23@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MA-MD-959738,MA,MD,active,8/10/2023,6/17/2026,210,24,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MADO17305,MA,DO,active,5/9/2024,7/12/2027,600,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MADO31654,MA,DO,active,11/30/2020,9/4/2028,1020,24,9b323a4b-7dba-473c-a06b-ae4f422f519b,9267002610,Brian,Valenzuela,prov.do8@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MADO71008,MA,DO,active,8/7/2023,4/13/2027,510,24,ee421a02-2db1-4d9e-a25c-ce69e1f021d4,4165621560,Katelyn,Luna,prov.do21@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MAMD41595,MA,MD,expired,5/6/2020,4/18/2026,150,24,c2c8ad8f-f8fe-4279-97f0-1296de7d5601,9369812830,Ashley,Moody,prov.md2@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD387003,MA,MD,active,11/18/2021,9/10/2027,660,24,0ad23beb-9aaa-4c4e-bc47-d4a2c1751e18,5480186396,Joe,Parker,prov.md37@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD617464,MA,MD,active,2/19/2021,5/13/2027,540,24,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD620669,MA,MD,inactive,9/5/2023,1/18/2026,60,24,a6cff191-d89f-4dab-98e3-140fbdfa5cb5,5519457723,Morgan,Webster,prov.md6@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD721468,MA,MD,expired,1/8/2020,3/14/2027,480,24,cf744110-c233-4708-8fac-f827cbcd3ea2,7700207593,John,Adams,prov.md10@example.com,Cardiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD974580,MA,MD,active,12/16/2020,11/3/2028,1080,24,6dd2a6e7-af90-448e-aa27-35f21a8335b1,4740331542,Connie,Johnson,prov.md25@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO144158,MD,DO,inactive,2/4/2021,7/17/2026,240,24,30462ac3-fe6f-4f41-b820-a5c164976bc9,1607881441,Thomas,Turner,prov.do47@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO800408,MD,DO,active,8/29/2023,2/17/2026,90,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO906693,MD,DO,active,1/23/2022,1/13/2027,420,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD-DO-137163,MD,DO,expired,1/11/2023,6/17/2024,-520,36,a09e87c6-78cf-4d6b-8261-fa868b904556,,Mary,Washington,provider.do132@example.com,Neurology,provider,,,,,0,0,0,,No Requirements,0,16,100.00%,,,No,
MD-DO-475709,MD,DO,active,7/24/2024,10/4/2028,1050,24,486c8135-e4b9-4bd3-a12c-de67b8eee975,5029556670,Robert,Joseph,prov.do32@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD-DO-654566,MD,DO,active,9/27/2020,5/13/2027,540,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD-DO-686309,MD,DO,expired,2/19/2022,9/22/2023,-789,24,2a5031a0-6946-4186-91ca-d16a3664312e,,Daniel,Ryan,provider.do133@example.com,Gastroenterology,provider,,,,,0,0,0,,No Requirements,0,9,100.00%,,,No,
MD-DO-934220,MD,DO,active,4/23/2021,3/14/2027,480,24,cc54f874-87fd-457c-b0b8-8b1495feb0af,8572189496,Savannah,Brooks,prov.do42@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MD-MD-473316,MD,MD,expired,5/22/2022,7/1/2023,-872,12,81510988-1a1f-49b9-92c7-f207c147ab14,,Shawn,Yoder,provider.md131@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,36,100.00%,,,No,
MD-MD-600655,MD,MD,expired,2/15/2021,10/23/2022,-1123,12,53c6d7b2-8d9a-4370-b9b7-a407df760e4b,,Dennis,Campbell,provider.md135@example.com,Gastroenterology,provider,,,,,0,0,0,,No Requirements,0,29,100.00%,,,No,
MD-MD-782241,MD,MD,expired,11/17/2021,4/8/2023,-956,12,c4ff5787-b817-4be0-8717-7965b03c326f,,Deborah,Smith,provider.md134@example.com,Surgery,provider,,,,,0,0,0,,No Requirements,0,32,100.00%,,,No,
MD-MD-805246,MD,MD,active,2/8/2020,4/18/2026,150,24,6f5c342b-d3f0-4d06-96ba-4adb79528fed,7985248328,Lisa,Hernandez,prov.md14@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MDDO17028,MD,DO,expired,11/16/2020,9/15/2026,300,24,e8bd5222-3209-417a-9591-f9ab57fc11d5,3559026444,Rodney,James,prov.do43@example.com,Orthopedics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MDDO44192,MD,DO,expired,8/12/2020,7/17/2026,240,24,92427550-a01a-48ac-ba8b-8209ffc5a514,2321005349,Tonya,Barker,prov.do46@example.com,Pediatrics,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MDDO53581,MD,DO,active,5/3/2021,11/9/2027,720,24,d011e1a7-0054-4bf4-9a10-030399a7e665,1577119527,Julie,Griffin,prov.do38@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO359171,ME,DO,active,3/14/2023,8/11/2027,630,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ME-DO-122267,ME,DO,suspended,6/26/2021,10/15/2026,330,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
ME-DO-738541,ME,DO,expired,8/20/2021,7/14/2023,-859,24,da7b28a1-d3ef-40f7-8def-ee32b225fb1e,,Michelle,Nelson,provider.do140@example.com,Internal Medicine,provider,,,,,0,0,0,,No Requirements,0,22,100.00%,,,No,
ME-DO-864306,ME,DO,expired,1/18/2021,2/5/2022,-1383,12,2f7061a1-7340-424a-81ea-68ce07c3f2a4,,Timothy,Payne,provider.do139@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,21,100.00%,,,No,
ME-MD-504107,ME,MD,expired,6/10/2023,3/5/2025,-259,36,9160f9fc-26ff-4742-b0cd-dc60366ac433,,Keith,Owens,provider.md138@example.com,Urology,provider,,,,,0,0,0,,No Requirements,0,36,100.00%,,,No,
ME-MD-521724,ME,MD,expired,9/21/2023,10/6/2024,-409,12,4c702e77-fe69-4d84-bda2-0f08849c9902,,Christopher,Page,provider.md136@example.com,Surgery,provider,,,,,0,0,0,,No Requirements,0,10,100.00%,,,No,
ME-MD-752117,ME,MD,expired,4/17/2023,5/2/2024,-566,24,5edfc77a-a1c4-4879-8a6a-e41da2fd3eb5,,Deborah,Cole,provider.md137@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,33,100.00%,,,No,
MEDO78444,ME,DO,active,5/30/2024,6/12/2027,570,24,a6e74de8-bb66-49cd-bd25-5c4d6204e7ce,3959395314,Travis,Warren,prov.do13@example.com,Radiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MEDO93533,ME,DO,active,11/12/2021,5/18/2026,180,24,fdc36368-82e2-460a-8ff7-2b462541c8f5,3379020787,Lisa,Dalton,prov.do28@example.com,Surgery,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MEMD68679,ME,MD,active,10/15/2023,12/9/2027,750,24,d6b2acd1-1527-459d-880d-9d5cf1549c44,2056834210,Cindy,Castro,prov.md12@example.com,Dermatology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO561740,MI,DO,active,10/31/2024,7/17/2026,240,36,80c12e21-9369-455d-9f6e-378f88c14507,9158068667,Phillip,Morales,prov.do44@example.com,Cardiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MI-MD-304819,MI,MD,expired,10/3/2021,4/13/2023,-951,12,6e384517-fab7-4bba-b003-e892fc7ea519,,Dawn,Wiggins,provider.md141@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,12,100.00%,,,No,
MI-MD-321348,MI,MD,expired,12/30/2022,5/5/2024,-563,24,9e479d4d-dc84-47f7-a074-cfd2495197b6,,Joy,Knapp,provider.md145@example.com,Gastroenterology,provider,,,,,0,0,0,,No Requirements,0,33,100.00%,,,No,
MI-MD-369581,MI,MD,expired,3/26/2023,3/25/2025,-239,12,4d0fe09f-67e5-4e2c-a158-0fc2af1fa965,,Sean,Jones,provider.md144@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,23,100.00%,,,No,
MI-MD-836584,MI,MD,expired,9/3/2021,3/3/2023,-992,12,7f0bb341-e5d8-43cd-b058-fe76d5b8182e,,Natalie,Shields,provider.md142@example.com,Family Medicine,provider,,,,,0,0,0,,No Requirements,0,42,100.00%,,,No,
MI-MD-850731,MI,MD,expired,9/25/2022,7/8/2024,-499,36,bf7513be-c0d3-47af-9d92-26776f96af47,,John,Smith,provider.md143@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,35,100.00%,,,No,
MIDO25074,MI,DO,active,7/5/2024,2/17/2026,90,36,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MIDO52080,MI,DO,suspended,7/30/2020,10/4/2028,1050,36,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MIDO97344,MI,DO,active,3/27/2023,12/14/2026,390,36,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
DO467700,MN,DO,expired,7/9/2023,6/17/2026,210,24,8190db3e-04d8-4848-960c-ede8d550e3c6,6332313989,Jonathan,Bridges,prov.do17@example.com,Anesthesiology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MN-DO-488257,MN,DO,active,9/30/2022,1/8/2028,780,24,f5b61032-7c43-4e58-9b86-2f45675319fd,2727160142,Kathleen,Rivera,prov.do15@example.com,Psychiatry,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MN-DO-535916,MN,DO,expired,6/12/2021,12/19/2025,30,24,486c8135-e4b9-4bd3-a12c-de67b8eee975,5029556670,Robert,Joseph,prov.do32@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MN-DO-867188,MN,DO,expired,7/24/2023,5/25/2025,-178,36,80aaf3c0-0260-48f9-b1b4-a1e5fd95965a,,Jennifer,Anderson,provider.do149@example.com,Surgery,provider,,,,,0,0,0,,No Requirements,0,26,100.00%,,,No,
MN-MD-152168,MN,MD,expired,12/17/2022,5/22/2024,-546,12,84c6e8a4-0e5b-41f5-b572-0d6cdc185bf7,,Pamela,Vaughn,provider.md147@example.com,Pediatrics,provider,,,,,0,0,0,,No Requirements,0,26,100.00%,,,No,
MN-MD-510502,MN,MD,expired,7/11/2024,8/26/2025,-85,24,e3d9a17a-b453-4c76-b2f2-dbe10eeea69c,,Brittany,Harris,provider.md148@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,32,100.00%,,,No,
MN-MD-590434,MN,MD,expired,4/14/2021,3/5/2023,-990,36,babe9ff0-96a3-4757-ac1c-d92995dfa011,,Charles,Lara,provider.md150@example.com,Obstetrics and Gynecology,provider,,,,,0,0,0,,No Requirements,0,18,100.00%,,,No,
MN-MD-644604,MN,MD,expired,6/23/2021,8/5/2022,-1202,36,7691ca1b-314f-44ab-8775-1ac366b40d53,,Michael,Glass,provider.md146@example.com,Psychiatry,provider,,,,,0,0,0,,No Requirements,0,14,100.00%,,,No,
MNDO34690,MN,DO,active,5/31/2023,10/4/2028,1050,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MNDO47481,MN,DO,active,6/6/2022,9/10/2027,660,24,b71e7000-d968-4179-9ce5-5308b3bda9bf,9744453962,Kathleen,Grimes,prov.do45@example.com,Urology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MNMD82942,MN,MD,suspended,11/26/2022,5/18/2026,180,24,a2598c2d-7e29-4c12-aa87-ef9bb43d86d1,6612319776,Daniel,Ingram,prov.md41@example.com,Gastroenterology,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MO-DO-121101,MO,DO,active,12/8/2022,3/14/2027,480,24,a6e3f7ad-9cfb-43f0-969e-1cfb19a8cce1,8980571910,Kathy,Vaughan,prov.do16@example.com,Family Medicine,provider,,,,,0,0,0,,No Data,0,0,0.00%,,,No,
MO-MD-434576,MO,MD,inactive,3/27/2024,12/5/2025,16,36,cb3d3d1a-949c-4d16-b30c-7960ee511b77,,Timothy,Pitts,provider.md153@example.com,Ophthalmology,provider,,,,,0,0,0,,No Requirements,0,21,100.00%,,,No,
MO-MD-600427,MO,MD,expired,3/25/2022,4/7/2023,-957,24,5077802f-66f0-4be0-a676-6ec66d837a0f,,Katherine,Bush,provider.md154@example.com,Anesthesiology,provider,,,,,0,0,0,,No Requirements,0,21,100.00%,,,No,
MO-MD-661027,MO,MD,expired,10/2/2021,11/16/2022,-1099,12,71b7374a-23b7-4916-bf5e-b776c5c0bdfd,,Joseph,Hudson,provider.md152@example.com,Emergency Medicine,provider,,,,,0,0,0,,No Requirements,0,36,100.00%,,,No,
